language_token,count,english_name
musel,3,
magarsky,3,
oboch,3,
ulice,3,
hebrejcinu,3,
parle,3,
oblubeny,3,
cygansky,3,
wiac,3,
napisem,3,
taku,3,
pivo,3,
dig,3,
lamem,3,
slovnesky,3,
rp,3,
ucenia,3,
trochuu,3,
slvensky,3,
pochybujem,3,
vypite,3,
myslia,3,
ces,3,
vodou,3,
komunikacia,3,
norsk,3,
hoci,3,
talent,3,
neposlucha,3,
decentne,3,
anglcky,3,
zenskych,2,
priznavam,2,
vella,2,
lenn,2,
fascinuju,2,
cestinuuu,2,
bleee,2,
pletie,2,
milovaneho,2,
rodine,2,
komunikacie,2,
francuzskya,2,
madarka,2,
cista,2,
konverzacia,2,
papulke,2,
psaci,2,
partnerkin,2,
nemet,2,
oko,2,
nemu,2,
zatim,2,
slovinski,2,
zj,2,
zatail,2,
americansky,2,
nemy,2,
zahryznem,2,
zatrepem,2,
brblem,2,
tho,2,
toth,2,
analfabet,2,
dobreee,2,
are,2,
srbski,2,
slowakia,2,
dohoworit,2,
afrike,2,
nebavy,2,
presnejsie,2,
nevedel,2,
zenske,2,
vina,2,
azbuka,2,
dabujeme,2,
manzelka,2,
nemluvim,2,
stym,2,
vyuzivam,2,
pasine,2,
vybornu,2,
nemeckych,2,
aje,2,
hodi,2,
vsedky,2,
zdibec,2,
vsetkooo,2,
etanolu,2,
podrezani,2,
ganz,2,
fluent,2,
bojujem,2,
hybat,2,
neuspesne,2,
taaaak,2,
sposob,2,
sicher,2,
nebude,2,
us,2,
zbytocna,2,
venujem,2,
originalny,2,
bardzo,2,
que,2,
nepoznate,2,
pani,2,
marne,2,
primitivne,2,
truba,2,
hrozna,2,
smiechu,2,
spa,2,
samosrejme,2,
neste,2,
stave,2,
moznost,2,
priucim,2,
fajne,2,
hehehehe,2,
pozdravujem,2,
trochaa,2,
ucitelku,2,
pomlcim,2,
maarsky,2,
pandzabcina,2,
chceme,2,
celom,2,
with,2,
prepichnuty,2,
cinsko,2,
babami,2,
sla,2,
spanielsko,2,
noooo,2,
comment,2,
smere,2,
snakker,2,
urcitej,2,
genialne,2,
urcitych,2,
prasaci,2,
slovenskym,2,
niekde,2,
mozgu,2,
tvooj,2,
ucho,2,
nestacii,2,
telo,2,
slovencky,2,
sumersky,2,
dnb,2,
slabikar,2,
abglicky,2,
smola,2,
najhorsie,2,
kymkolvek,2,
najprv,2,
umim,2,
francuuzky,2,
mongol,2,
madarcine,2,
peknej,2,
romale,2,
spolahnut,2,
sellak,2,
tank,2,
lepsia,2,
polskeho,2,
slovencynu,2,
svajciarsky,2,
hungarische,2,
pohlavia,2,
vsetkom,2,
bozkawani,2,
kybel,2,
nedohovorim,2,
prihlasila,2,
ides,2,
mooojjjj,2,
klobuk,2,
pridat,2,
vseci,2,
fran,2,
anglickyyy,2,
zrejme,2,
nevis,2,
chut,2,
stacia,2,
minule,2,
dajako,2,
sarisky,2,
porozpravam,2,
nechci,2,
swahilcinu,2,
telenovely,2,
aaaaa,2,
japoncom,2,
psi,2,
varil,2,
wsak,2,
azerbajdzancina,2,
bohuzal,2,
pilne,2,
zaciatocne,2,
pokusy,2,
troooosku,2,
hebrejski,2,
naglicky,2,
prvotny,2,
klinove,2,
kery,2,
nadherny,2,
hheheh,2,
slowenskyyy,2,
uvidis,2,
magiarsky,2,
hija,2,
manzelkyn,2,
ochrnuty,2,
somalsky,2,
germany,2,
vymkne,2,
delphy,2,
nedalo,2,
polovicu,2,
nato,2,
tymto,2,
chodila,2,
des,2,
gramatika,2,
natrieskany,2,
hociakym,2,
ciips,2,
neaky,2,
drum,2,
palce,2,
poliakom,2,
rozhodla,2,
snom,2,
hrobe,2,
vet,2,
oral,2,
menovat,2,
spanielstina,2,
ustny,2,
srandu,2,
valamit,2,
zvlada,2,
normalne,2,
pochopit,2,
vseliaky,2,
pusinke,2,
vselijake,2,
tuzim,2,
ajj,2,
patrilo,2,
mrstny,2,
sebou,2,
nestazuje,2,
blbost,2,
slizky,2,
wm,2,
bu,2,
abo,2,
forme,2,
milovany,2,
slovnsky,2,
yb,2,
coraz,2,
opytat,2,
krajinach,2,
sto,2,
predvediem,2,
mocenski,2,
nepoznas,2,
male,2,
mrazu,2,
mnam,2,
njekedy,2,
vselijak,2,
halvne,2,
hier,2,
neuverite,2,
jedeni,2,
juhoslovensky,2,
zakl,2,
boh,2,
hollansky,2,
posledny,2,
popripade,2,
franina,2,
niesu,2,
uga,2,
kocovnych,2,
slovnika,2,
olaski,2,
srpski,2,
nemala,2,
try,2,
ustne,2,
neowlaadam,2,
chvilku,2,
joj,2,
nebolo,2,
cele,2,
dar,2,
rohoznicki,2,
cestujem,2,
cecensky,2,
pat,2,
bhojpuri,2,
ustipacny,2,
neverbalna,2,
francuzkom,2,
ubohe,2,
troxen,2,
ponuke,2,
ddddd,2,
otazky,2,
francuzskeho,2,
lava,2,
odpoved,2,
odhodlam,2,
esteee,2,
nudze,2,
lepit,2,
kazdi,2,
najlebsie,2,
picoviny,2,
danstinu,2,
stela,2,
nezomrel,2,
ovsem,2,
kontroly,2,
vymenovat,2,
sarissky,2,
jednom,2,
dankov,2,
nemozu,2,
napise,2,
ss,2,
mozna,2,
vic,2,
profesionalnej,2,
nemeck,2,
franc,2,
spanku,2,
drn,2,
voobec,2,
lan,2,
zvuk,2,
pijeme,2,
fuu,2,
tupy,2,
nemecka,2,
rukamy,2,
prelozi,2,
fuuuha,2,
vlahovski,2,
majstrovsky,2,
niaky,2,
volaky,2,
vypneme,2,
xcem,2,
aale,2,
aber,2,
svo,2,
hned,2,
gruzinsky,2,
daleka,2,
magiarski,2,
dake,2,
uteka,2,
noci,2,
vykoktala,2,
badicki,2,
pametam,2,
miestami,2,
zlepsila,2,
zubami,2,
slecny,2,
recu,2,
pismo,2,
bozkavat,2,
europsky,2,
niektory,2,
slovencine,2,
kann,2,
hieroglify,2,
dovol,2,
wtf,2,
dobreho,2,
posteli,2,
locansky,2,
posudia,2,
neovladatelny,2,
profik,2,
wenig,2,
nebudete,2,
piatich,2,
hadat,2,
egy,2,
sval,2,
polstiny,2,
niekdy,2,
profka,2,
stracam,2,
pochytil,2,
najsamlepsi,2,
nedokazem,2,
ee,2,
hodinach,2,
doteraz,2,
hotentot,2,
nvm,2,
panimajem,2,
nabruseny,2,
nakolko,2,
rusnacky,2,
vite,2,
sesternicu,2,
dostala,2,
komunikovat,2,
sila,2,
proti,2,
prekladat,2,
pravidlo,2,
truchu,2,
dorozumeju,2,
narecia,2,
hybem,2,
rodicia,2,
dddddddddd,2,
tres,2,
zavislosti,2,
moooooj,2,
franzosisch,2,
kanadsky,2,
francuski,2,
paradne,2,
holky,2,
najlahsi,2,
tvojich,2,
nitrianski,2,
samozerejme,2,
vplivom,2,
manzelkin,2,
dorozumievanie,2,
trosinku,2,
angicky,2,
nalade,2,
nenaucili,2,
citam,2,
vu,2,
ugandsky,2,
vtip,2,
nohamy,2,
neminou,2,
kicsit,2,
nebojte,2,
arabciny,2,
ket,2,
priatelkyn,2,
pochytila,2,
bezchybne,2,
madarsk,2,
jednozacne,2,
dohoworim,2,
swahilcina,2,
spanielskya,2,
najnovsie,2,
inym,2,
kazde,2,
narozdiel,2,
zmaturujem,2,
nechcela,2,
madarskyyyyyyy,2,
vsetkemu,2,
pocut,2,
zatat,2,
prostrednictvom,2,
trepnem,2,
dasa,2,
najdem,2,
arabsko,2,
znam,2,
druha,2,
papulovanie,2,
typ,2,
swojim,2,
tychto,2,
fuuuu,2,
problemov,2,
dorozumievam,2,
suvislu,2,
topanok,2,
spanielski,2,
volako,2,
sranda,2,
sest,2,
anglicanovi,2,
dievcatami,2,
ugrofinsky,2,
nepametam,2,
gitu,2,
gramaticky,2,
ezdecky,2,
one,2,
wo,2,
internacionalny,2,
hezky,2,
zivote,2,
cela,2,
nikedy,2,
svetovych,2,
spanelsky,2,
svojjjj,2,
akoby,2,
cast,2,
dala,2,
nechcelo,2,
narabat,2,
gudzaracina,2,
anglinou,2,
zlahka,2,
pokrocilu,2,
ver,2,
osem,2,
sovensky,2,
nehovori,2,
fluently,2,
opijem,2,
mandarinsku,2,
sms,2,
dobri,2,
malej,2,
enge,2,
saa,2,
tajne,2,
maturitu,2,
macaci,2,
ok,2,
made,2,
starosloviensky,2,
sprachujem,2,
tade,2,
hlupost,2,
neako,2,
malicku,2,
nevadi,2,
svojjjjj,2,
znameho,2,
keine,2,
m,2,
starosloviencina,2,
klamat,2,
skromna,2,
ruska,2,
chodil,2,
profesorky,2,
ceni,2,
daku,2,
niecomu,2,
ska,2,
svoooooooj,2,
picovina,2,
teta,2,
langsam,2,
statnicu,2,
papuansky,2,
netreba,2,
pouzivat,2,
inokedy,2,
nedali,2,
ingles,2,
jaaaj,2,
prvomrade,2,
tazsie,2,
wediet,2,
jazykovedec,2,
nenazval,2,
mina,2,
zivota,2,
niektori,2,
anglistina,2,
hooo,2,
tazky,2,
zneho,2,
nielen,2,
situacie,2,
tich,2,
daj,2,
sprosta,2,
myllo,2,
lamana,2,
nefim,2,
lerne,2,
naas,2,
neudrzim,2,
nemeckemu,2,
tos,2,
hurt,2,
kmenove,2,
poharikoch,2,
sarkasticky,2,
poskromnejsie,2,
ceskoslovensky,2,
nepozna,2,
ortodoxna,2,
veta,2,
vodky,2,
zvedavi,2,
cudzim,2,
wsetko,2,
ay,2,
hlevne,2,
swatch,2,
partnerkyn,2,
zakokcem,2,
slovennsky,2,
ton,2,
cel,2,
zmrzlinu,2,
prisposobit,2,
skvele,2,
rozumel,2,
trapim,2,
prehanat,2,
lem,2,
dohovoris,2,
mooc,2,
setci,2,
slevensky,2,
oblastiach,2,
ugande,2,
can,2,
secqy,2,
povim,2,
chacu,2,
danski,2,
pravdazee,2,
francaise,2,
lil,2,
cze,2,
rocky,2,
javneracky,2,
komunikatyvne,2,
mama,2,
bohate,2,
svojmu,2,
vietnamsky,2,
nutne,2,
selijaky,2,
dokonala,2,
vyjadrovat,2,
trapas,2,
jankov,2,
cinanom,2,
ucimm,2,
ssa,2,
drzte,2,
tzv,2,
zistil,2,
dajak,2,
francuuuuzsky,2,
otazku,2,
niektorym,2,
strany,2,
okolnostiach,2,
ciao,2,
dohodnut,2,
basnicku,2,
medze,2,
slowakisch,2,
vplyvom,2,
kebi,2,
zistila,2,
vseliake,2,
hebrejctinu,2,
ruskeho,2,
samozrajme,2,
pochopili,2,
howorim,2,
troxa,2,
pojacky,2,
najlepssie,2,
pokrocili,2,
celi,2,
slovenskyyyyy,2,
slowenskyy,2,
moy,2,
wie,2,
end,2,
finstina,2,
korejcinu,2,
neovlada,2,
jeg,2,
prilis,2,
vyber,2,
ucenie,2,
ce,2,
nepiste,2,
nitraaanskyy,2,
anglis,2,
bohvieako,2,
dobrovolne,2,
prd,2,
cestine,2,
niet,2,
francuztina,2,
nemeckytroska,2,
takisto,2,
skolskych,2,
uuuplne,2,
anglistiny,2,
studovat,2,
slovenskom,2,
poznas,2,
spolocnosti,2,
znalost,2,
oder,2,
fu,2,
trosililinka,2,
kvoly,2,
el,2,
oprasit,2,
rozmyslam,2,
switched,2,
ulacky,2,
chuti,2,
japonciny,2,
dokopy,2,
rozumeju,2,
treti,2,
rano,2,
inej,2,
three,2,
swojjjj,2,
narodenia,2,
ugrofinstina,2,
teeen,2,
cestky,2,
profesional,2,
dal,2,
rychlo,2,
fele,2,
nastastie,2,
drsny,2,
trosickuu,2,
zdrastvuj,2,
vyvolenych,2,
pit,2,
nareciach,2,
neovlaadam,2,
red,2,
zapracovat,2,
smeroch,2,
sesky,2,
ktovie,2,
samozrejmost,2,
roomsky,2,
talincinu,2,
africkych,2,
lingvista,2,
nozom,2,
osobkou,2,
francuzak,2,
nagyon,2,
zabudli,2,
worst,2,
hr,2,
totalny,2,
also,2,
predmety,2,
olvedi,2,
trnavsky,2,
dalsi,2,
zisla,2,
nemeckom,2,
neva,2,
mena,2,
am,2,
pasiv,2,
huby,2,
stara,2,
jazyckovu,2,
rezervou,2,
slabe,2,
deutche,2,
prelozit,2,
jozkov,2,
lapasky,2,
maturita,2,
slovemsky,2,
hungar,2,
polstinu,2,
tejn,2,
solo,2,
blbu,2,
slovenka,2,
zaadny,2,
slovenki,2,
ded,2,
le,2,
mislim,2,
magyarszki,2,
mozte,2,
poslovensky,2,
nepovedala,2,
dostatocne,2,
uprimne,2,
posunky,2,
castecne,2,
musis,2,
jazicek,2,
sllovensky,2,
styri,2,
rozumim,2,
aaaaaa,2,
jaaj,2,
troksu,2,
vselijaky,2,
nevyjadrujem,2,
von,2,
nejakej,2,
pokrocilom,2,
madarasky,2,
troschen,2,
llen,2,
najdu,2,
jetzt,2,
liebe,2,
tong,2,
najepsie,2,
vyrazy,2,
they,2,
jednej,2,
indicky,2,
nemcinuuu,2,
popri,2,
parles,2,
finski,2,
zisti,2,
hovedzi,2,
konci,2,
romstina,2,
parusky,2,
nechvalim,2,
kecat,2,
noch,2,
franuzky,2,
jurkov,2,
ohybny,2,
ties,2,
mrzi,2,
zvladnut,2,
pouzit,2,
but,2,
bon,2,
ktorym,2,
mein,2,
wela,2,
pravopis,2,
juuj,2,
traposime,2,
takk,2,
nepomohlo,2,
francudzsky,2,
secki,2,
mudry,2,
opilecky,2,
ewer,2,
magarski,2,
mongolcinu,2,
polskemu,2,
zeee,2,
naladu,2,
uboho,2,
it,2,
stebov,2,
maju,2,
much,2,
velakrat,2,
boze,2,
wlastny,2,
ceskyyyyy,2,
piercingovy,2,
nadovsetko,2,
spod,2,
slovnikom,2,
mongolom,2,
samozreme,2,
vseliako,2,
absolutne,2,
nist,2,
zahranici,2,
ortodoxnu,2,
ovlaadam,2,
put,2,
hehehhe,2,
aglicky,2,
hispansky,2,
vychod,2,
anglickym,2,
povinne,2,
vlasti,2,
samozrejem,2,
mojou,2,
roku,2,
tedy,2,
slabucko,2,
nehovorila,2,
madarskyy,2,
ruzove,2,
nevedela,2,
nestem,2,
non,2,
rodne,2,
off,2,
jeblu,2,
bleeeee,2,
zabudnuty,2,
cmuq,2,
jazykovo,2,
sprostejsi,2,
slovenku,2,
sprava,2,
zbran,2,
koktavo,2,
hlavna,2,
fis,2,
patriot,2,
for,2,
seckyyyy,2,
vymyslu,2,
italienisch,2,
lubim,2,
kazdim,2,
akom,2,
cinstinu,2,
snazil,2,
slovensk,2,
ferkov,2,
kein,2,
china,2,
sovietsky,2,
kolinansky,2,
polovice,2,
frajerov,2,
vynadat,2,
lekcii,2,
zmrzku,2,
zaujimave,2,
desiatich,2,
bass,2,
nadany,2,
arabstinu,2,
casy,2,
obydva,2,
sovj,2,
ahoj,2,
mnooo,2,
podarii,2,
oooo,2,
smozrejme,2,
zadrem,2,
tuk,2,
echm,2,
delphi,2,
tvojej,2,
sprechovat,2,
persky,2,
samoska,2,
nenawidim,2,
spikujem,2,
odo,2,
noc,2,
postaci,2,
grectinu,2,
trenujem,2,
svahilcinou,2,
univerzalny,2,
netusim,2,
krasne,2,
tuke,2,
gramatiky,2,
nechaj,2,
dobe,2,
blaaa,2,
svahilstinu,2,
narodnosti,2,
mojom,2,
ucitela,2,
mimo,2,
rokom,1,
fuhrer,1,
mnho,1,
zevrjar,1,
nepusti,1,
trooosicku,1,
tada,1,
pohlad,1,
arabe,1,
hovorcu,1,
nevydava,1,
zlozvykom,1,
nevyplazujem,1,
spocitat,1,
jerevan,1,
csopet,1,
vulgarne,1,
donde,1,
papulnata,1,
dasi,1,
preskusat,1,
mnoa,1,
spravi,1,
anemcinu,1,
heeeelp,1,
sympaticku,1,
desatinu,1,
nedavno,1,
moocenskyy,1,
sommm,1,
neustrazim,1,
nebudes,1,
naucia,1,
zahvilku,1,
vratane,1,
mso,1,
dvomi,1,
ktoo,1,
volaj,1,
spanielcinaa,1,
byvalo,1,
potvor,1,
francuzaka,1,
hatmatilka,1,
pacil,1,
zvlast,1,
narodnii,1,
jazycnica,1,
cigancina,1,
trosiiiicka,1,
nadavaju,1,
dedina,1,
obydve,1,
vlastnyyy,1,
onedlho,1,
pevne,1,
como,1,
nestacia,1,
csak,1,
zastihla,1,
vymleta,1,
nitraanskii,1,
talianske,1,
applescript,1,
talianksy,1,
xml,1,
morning,1,
nenaucil,1,
arab,1,
ajk,1,
jsne,1,
zachytim,1,
pane,1,
minutovy,1,
doplom,1,
cigasky,1,
franzusky,1,
slovanskych,1,
ass,1,
kambodzsky,1,
tov,1,
naker,1,
sagen,1,
pritrafi,1,
moooooooj,1,
pome,1,
makak,1,
navrsil,1,
hovezi,1,
wekazdy,1,
kolien,1,
esta,1,
pouvazovala,1,
zistite,1,
zacatecnik,1,
ulicuuuuuuuu,1,
chrchlat,1,
japoncinou,1,
viacej,1,
guuuten,1,
najlepsije,1,
lefantovsky,1,
zapadoslovencine,1,
eslovaco,1,
robieva,1,
prehlaseny,1,
berlin,1,
nezhodnu,1,
anglickej,1,
madare,1,
najvaaaac,1,
toska,1,
swedish,1,
vsevedo,1,
heeeh,1,
dokazuju,1,
siskam,1,
iked,1,
muchtest,1,
skriatkovsku,1,
nanho,1,
nestaciii,1,
nestoji,1,
alquanto,1,
hungaris,1,
ostiepke,1,
spravny,1,
shanghaisky,1,
dizlektik,1,
brusku,1,
koment,1,
swojja,1,
askabatsky,1,
excelentne,1,
krcmovy,1,
zrusili,1,
zacian,1,
longo,1,
trebarz,1,
ledwa,1,
trosk,1,
guinei,1,
ducim,1,
ucku,1,
nitrancinuu,1,
fuga,1,
takto,1,
cumizgumi,1,
upresnit,1,
rozpravok,1,
alkoholicky,1,
pomilil,1,
kalimeeeeera,1,
opiti,1,
smiesnanu,1,
hrbu,1,
taliansi,1,
viditee,1,
post,1,
zmenila,1,
xmmm,1,
zaspievam,1,
blcha,1,
sloveensky,1,
poctu,1,
pralinky,1,
jazikov,1,
hlavy,1,
vidis,1,
jezyku,1,
ponukne,1,
brutal,1,
dansku,1,
kurz,1,
kazedej,1,
divneee,1,
zlatko,1,
ponadavat,1,
jou,1,
tuheho,1,
fujj,1,
brblat,1,
basni,1,
najlesi,1,
hendikepovany,1,
mandarinciny,1,
zili,1,
hocijaky,1,
aano,1,
dhe,1,
mexico,1,
pozeral,1,
fasizmom,1,
predstavovat,1,
siemens,1,
maturoval,1,
udajne,1,
segru,1,
mutere,1,
docasny,1,
svajcarsky,1,
hebrejscinuuuuu,1,
gde,1,
dohoworiiim,1,
zastrci,1,
girls,1,
narecie,1,
cabajskyyyyyyy,1,
zbohom,1,
vladnut,1,
posulame,1,
tits,1,
francuzstinam,1,
zuzke,1,
terez,1,
nenapisem,1,
henriii,1,
dskor,1,
cakat,1,
slovenskoo,1,
nahodou,1,
kuknut,1,
grganie,1,
uuvodzovkami,1,
potit,1,
medarsky,1,
viadalem,1,
kratsie,1,
nikomu,1,
klingovsky,1,
http,1,
tomuto,1,
grafitacky,1,
japocinu,1,
negramotnost,1,
vstky,1,
pikolino,1,
nichts,1,
klasicky,1,
papulky,1,
juhoslavii,1,
bodky,1,
its,1,
neeeeeeeeeee,1,
unserem,1,
krasivaja,1,
nepouzival,1,
oddd,1,
aaj,1,
andas,1,
tebe,1,
slipknot,1,
dalsiich,1,
cudzojazycny,1,
milovat,1,
masvare,1,
krcmova,1,
svetovooo,1,
chech,1,
skv,1,
smutno,1,
plati,1,
unavena,1,
angliski,1,
znamy,1,
morzeowku,1,
fucking,1,
mkadarsky,1,
skymkolvek,1,
all,1,
oblubil,1,
slavny,1,
skolu,1,
nici,1,
madaske,1,
tchiu,1,
vdety,1,
hatla,1,
weiter,1,
pleco,1,
zacina,1,
zaujimava,1,
niiic,1,
cinske,1,
manik,1,
dpodla,1,
fyzickej,1,
vyskuusaaaat,1,
how,1,
deti,1,
jas,1,
vietnamski,1,
hlavnne,1,
tarkova,1,
tovezme,1,
strajchol,1,
slovenszki,1,
spokojna,1,
znie,1,
slovakish,1,
swanc,1,
babenku,1,
coooo,1,
konzumnej,1,
vipraawam,1,
afagafaniskifiwifi,1,
zahranicni,1,
povod,1,
vrtky,1,
vravieva,1,
nemeckyd,1,
pochopil,1,
nechutne,1,
nemeckoanglickorusky,1,
lepsii,1,
ceky,1,
traapi,1,
slovoo,1,
kazdu,1,
vilag,1,
spytat,1,
xiix,1,
prt,1,
senorita,1,
xalanox,1,
fraancuzkonemeckospianelskoslovensky,1,
slou,1,
inaksi,1,
funguje,1,
nevidno,1,
nalepi,1,
mind,1,
jazykovka,1,
hatatitla,1,
katalancina,1,
mol,1,
hebrejcine,1,
vulgarni,1,
cangvajsky,1,
cigaansky,1,
takzeee,1,
anglickyyyyd,1,
advanced,1,
slovka,1,
pouziat,1,
janka,1,
prawdazhe,1,
polskya,1,
nepise,1,
wedel,1,
sklony,1,
skolsky,1,
napodarilo,1,
nebudeeem,1,
dvojzmyselne,1,
skusite,1,
batch,1,
saaduista,1,
viacmenej,1,
dvlastne,1,
zacinala,1,
kod,1,
zenskom,1,
original,1,
nefiem,1,
nepovieeem,1,
grimasy,1,
daale,1,
zmeriam,1,
madarrsky,1,
neposlusny,1,
trosiicka,1,
vardz,1,
gapes,1,
europy,1,
dopadnu,1,
dacoo,1,
profesori,1,
spisovnu,1,
zime,1,
nestazovala,1,
piv,1,
tvrdia,1,
bitches,1,
praktizovat,1,
nerepadla,1,
pokracovat,1,
luckaa,1,
coldfusion,1,
nemeckyako,1,
pozostatky,1,
niekym,1,
hanbim,1,
pelle,1,
zuby,1,
pokojne,1,
francuuuzky,1,
nejakeho,1,
chujovina,1,
vtipnee,1,
chceli,1,
cudziimi,1,
andere,1,
prekvapena,1,
flash,1,
normale,1,
otazne,1,
poradit,1,
opic,1,
tut,1,
gotcina,1,
jednoducho,1,
xcelo,1,
neveim,1,
jidis,1,
peknych,1,
konzultujem,1,
vrr,1,
neaktivne,1,
trosky,1,
kodujem,1,
better,1,
kanalgrazel,1,
zavezovani,1,
pribudnu,1,
londynsky,1,
udeny,1,
pradavnych,1,
profesorku,1,
akokolvek,1,
mich,1,
slovencinqa,1,
trosilililinku,1,
flexibilne,1,
jon,1,
angielski,1,
neaka,1,
zabava,1,
macinkov,1,
zamotany,1,
chlapa,1,
prstami,1,
milano,1,
vtopanke,1,
vikinka,1,
wzdy,1,
enlgisssh,1,
cinska,1,
hodine,1,
cudujem,1,
hhe,1,
zamachroval,1,
vpodstate,1,
jazikom,1,
neraata,1,
akej,1,
gonekova,1,
madasrky,1,
nepomoze,1,
zsamozrejme,1,
ewa,1,
netrepnem,1,
nepoznany,1,
chapes,1,
stvorku,1,
trosenka,1,
poctivo,1,
muhaha,1,
silnee,1,
dutch,1,
zapotim,1,
zachce,1,
pracovala,1,
anglicko,1,
ronalda,1,
kazachsstinu,1,
neuhadne,1,
slownikom,1,
madarstini,1,
dakuscicko,1,
cypersky,1,
pobyt,1,
vlastnost,1,
pomelem,1,
nepoviem,1,
druh,1,
narustinu,1,
slowaci,1,
paar,1,
strcim,1,
pantomimy,1,
obcasne,1,
somarinu,1,
tralalalala,1,
clarissa,1,
tohop,1,
provokatyvny,1,
zalubou,1,
hadm,1,
pl,1,
polnoci,1,
oci,1,
nef,1,
cinstiny,1,
cc,1,
nemecy,1,
obratne,1,
zvlastnych,1,
specialny,1,
klarika,1,
rozsireniu,1,
virezani,1,
uplny,1,
nco,1,
seta,1,
slapka,1,
sposobuje,1,
dop,1,
francuuzsky,1,
nemeckyaten,1,
laponcinu,1,
nakupovani,1,
korej,1,
ennen,1,
anglinsky,1,
nenazyvala,1,
neprestanu,1,
drvia,1,
prstom,1,
habadej,1,
chvastat,1,
exe,1,
vrodeny,1,
hamburgu,1,
wam,1,
nenasli,1,
seckyyy,1,
lentak,1,
cestiny,1,
too,1,
biflosko,1,
switch,1,
sovenski,1,
najwiacc,1,
japnshy,1,
norstina,1,
muka,1,
spahilcini,1,
aku,1,
ki,1,
mys,1,
svetom,1,
chlapcov,1,
